Predicate ID,Triple,Sentence ID,Sentence,Question,Label,Reference
15248433,Albendazole prevents filariasis,113,Evaluation of effectiveness of diethylcarbamazine/albendazole combination in reduction of Wuchereria bancrofti infection using multiple infection parameters.,"Is the triple ""Albendazole prevents filariasis"" supported by the sentence: ""Evaluation of effectiveness of diethylcarbamazine/albendazole combination in reduction of Wuchereria bancrofti infection using multiple infection parameters.""?",False,
13732336,Albendazole prevents helminthiasis,114,"Our evaluation suggests that although additional studies are needed to determine optimal treatment regimens for intestinal parasites, especially among young children and pregnant women, a five-day course of pre-departure albendazole was effective in reducing helminthic infection in treated refugees.","Is the triple ""Albendazole prevents helminthiasis"" supported by the sentence: ""Our evaluation suggests that although additional studies are needed to determine optimal treatment regimens for intestinal parasites, especially among young children and pregnant women, a five-day course of pre-departure albendazole was effective in reducing helminthic infection in treated refugees.""?",False,
15316470,Ibuprofen subclass of 2-Hydroxyibuprofen,115,"The purpose of this study was the development and validation of an LC-MS-MS method for simultaneous analysis of ibuprofen (IBP), 2-hydroxyibuprofen (2-OH-IBP) enantiomers, and carboxyibuprofen (COOH-IBP) stereoisomers in fungi culture medium, to investigate the ability of some endophytic fungi to biotransform the chiral drug IBP into its metabolites.","Is the triple ""Ibuprofen subclass of 2-Hydroxyibuprofen"" supported by the sentence: ""The purpose of this study was the development and validation of an LC-MS-MS method for simultaneous analysis of ibuprofen (IBP), 2-hydroxyibuprofen (2-OH-IBP) enantiomers, and carboxyibuprofen (COOH-IBP) stereoisomers in fungi culture medium, to investigate the ability of some endophytic fungi to biotransform the chiral drug IBP into its metabolites.""?",False,
16265626,Ibuprofen related to Arthralgia,116,"AIMS: To carry out a randomized clinical trial to compare the effect of palmitoylethanolamide (PEA) versus ibuprofen, a nonsteroidal anti-inflammatory drug (NSAID), for pain relief in temporomandibular joint (TMJ) osteoarthritis or arthralgia.","Is the triple ""Ibuprofen related to Arthralgia"" supported by the sentence: ""AIMS: To carry out a randomized clinical trial to compare the effect of palmitoylethanolamide (PEA) versus ibuprofen, a nonsteroidal anti-inflammatory drug (NSAID), for pain relief in temporomandibular joint (TMJ) osteoarthritis or arthralgia.""?",False,
14582794,Ibuprofen related to Pain,117,"We investigated the analgesic efficacy of single doses of ibuprofen, tramadol and pregabalin in menthol-evoked cold pain in a randomized, placebo-controlled four-way cross-over study in 20 healthy volunteers.","Is the triple ""Ibuprofen related to Pain"" supported by the sentence: ""We investigated the analgesic efficacy of single doses of ibuprofen, tramadol and pregabalin in menthol-evoked cold pain in a randomized, placebo-controlled four-way cross-over study in 20 healthy volunteers.""?",False,
11440746,Ibuprofen related to Toothache,118,Double blind study on emorfazone and ibuprofen in dental pain and inflammation.,"Is the triple ""Ibuprofen related to Toothache"" supported by the sentence: ""Double blind study on emorfazone and ibuprofen in dental pain and inflammation.""?",False,
9106384,Ibuprofen related to osteoarthritis,119,Glucosamine sulfate compared to ibuprofen in osteoarthritis of the knee.,"Is the triple ""Ibuprofen related to osteoarthritis"" supported by the sentence: ""Glucosamine sulfate compared to ibuprofen in osteoarthritis of the knee.""?",False,
8106985,Ibuprofen related to burn,120,INTRODUCTION: The anti-inflammatory and anticoagulant effects of ibuprofen and heparin may enhance skin perfusion in cutaneous scald burns.,"Is the triple ""Ibuprofen related to burn"" supported by the sentence: ""INTRODUCTION: The anti-inflammatory and anticoagulant effects of ibuprofen and heparin may enhance skin perfusion in cutaneous scald burns.""?",False,
13726345,Ibuprofen causes patent ductus arteriosus,121,"CONCLUSIONS: Ibuprofen-induced patent ductus arteriosus closure improved pulmonary mechanics, decreased total lung water, increased epithelial sodium channel expression, and decreased the detrimental effects of preterm birth on alveolarization.","Is the triple ""Ibuprofen causes patent ductus arteriosus"" supported by the sentence: ""CONCLUSIONS: Ibuprofen-induced patent ductus arteriosus closure improved pulmonary mechanics, decreased total lung water, increased epithelial sodium channel expression, and decreased the detrimental effects of preterm birth on alveolarization.""?",False,
13653982,Ibuprofen causes Alzheimer disease,122,Protein profile in neuroblastoma cells incubated with S- and R-enantiomers of ibuprofen by iTRAQ-coupled 2-D LC-MS/MS analysis: possible action of induced proteins on Alzheimer's disease.,"Is the triple ""Ibuprofen causes Alzheimer disease"" supported by the sentence: ""Protein profile in neuroblastoma cells incubated with S- and R-enantiomers of ibuprofen by iTRAQ-coupled 2-D LC-MS/MS analysis: possible action of induced proteins on Alzheimer's disease.""?",False,
13133316,Ibuprofen causes peptic ulcer disease,123,Protective effect of glucosamine against ibuprofen-induced peptic ulcer in rats.,"Is the triple ""Ibuprofen causes peptic ulcer disease"" supported by the sentence: ""Protective effect of glucosamine against ibuprofen-induced peptic ulcer in rats.""?",False,
12641386,Ibuprofen causes Fever,124,Ibuprofen-induced fever in Sjogren's syndrome.,"Is the triple ""Ibuprofen causes Fever"" supported by the sentence: ""Ibuprofen-induced fever in Sjogren's syndrome.""?",False,
12482174,Ibuprofen causes pancreatitis,125,There have been no prior definite cases reported of ibuprofen-induced pancreatitis.,"Is the triple ""Ibuprofen causes pancreatitis"" supported by the sentence: ""There have been no prior definite cases reported of ibuprofen-induced pancreatitis.""?",False,
12438812,Ibuprofen causes Toothache,126,"RESULTS: None of the studies established any of the COX-2 inhibitors as clearly better than ibuprofen, the current gold standard for the treatment of surgically induced dental pain.","Is the triple ""Ibuprofen causes Toothache"" supported by the sentence: ""RESULTS: None of the studies established any of the COX-2 inhibitors as clearly better than ibuprofen, the current gold standard for the treatment of surgically induced dental pain.""?",False,
12079834,Ibuprofen causes adult acute respiratory distress syndrome,127,Noncardiogenic pulmonary edema due to ibuprofen.,"Is the triple ""Ibuprofen causes adult acute respiratory distress syndrome"" supported by the sentence: ""Noncardiogenic pulmonary edema due to ibuprofen.""?",False,
11157616,Ibuprofen causes Pain,128,"In a double-blind cross-over study on 22 healthy subjects the analgesic efficacies of the antipyretic analgesic drugs ibuprofen, dipyrone and paracetamol were tested against placebo using a model of experimentally induced pain.","Is the triple ""Ibuprofen causes Pain"" supported by the sentence: ""In a double-blind cross-over study on 22 healthy subjects the analgesic efficacies of the antipyretic analgesic drugs ibuprofen, dipyrone and paracetamol were tested against placebo using a model of experimentally induced pain.""?",False,
10429873,Ibuprofen causes Hemorrhage,129,Unaltered ibuprofen-induced faecal blood loss upon coadministration of moclobemide.,"Is the triple ""Ibuprofen causes Hemorrhage"" supported by the sentence: ""Unaltered ibuprofen-induced faecal blood loss upon coadministration of moclobemide.""?",False,
9800201,Ibuprofen causes arthritic joint disease,130,The C5a antagonist (1 or 3 mg/kg/day) and/or ibuprofen (30 mg/kg/day) were administered orally on a daily basis either before or after arthritis induction.,"Is the triple ""Ibuprofen causes arthritic joint disease"" supported by the sentence: ""The C5a antagonist (1 or 3 mg/kg/day) and/or ibuprofen (30 mg/kg/day) were administered orally on a daily basis either before or after arthritis induction.""?",False,
8163776,Ibuprofen causes injury,131,RESULTS: Ketoprofen 50 mg t.d.s. suppressed prostaglandin synthesis to a significantly greater extent than ibuprofen and caused significantly more gastroduodenal injury.,"Is the triple ""Ibuprofen causes injury"" supported by the sentence: ""RESULTS: Ketoprofen 50 mg t.d.s. suppressed prostaglandin synthesis to a significantly greater extent than ibuprofen and caused significantly more gastroduodenal injury.""?",False,
26701175,Ibuprofen affects rheumatoid arthritis,132,The duration of action of sustained-release ibuprofen ('Brufen Retard') was investigated in a 14-day double-blind study involving 14 osteoarthritis and 10 rheumatoid arthritis patients.,"Is the triple ""Ibuprofen affects rheumatoid arthritis"" supported by the sentence: ""The duration of action of sustained-release ibuprofen ('Brufen Retard') was investigated in a 14-day double-blind study involving 14 osteoarthritis and 10 rheumatoid arthritis patients.""?",False,
24384432,Ibuprofen affects migraine disorder,133,This study attempts to investigate the effect of ibuprofen on reducing eye pain and migraine headaches caused by trochleitis.,"Is the triple ""Ibuprofen affects migraine disorder"" supported by the sentence: ""This study attempts to investigate the effect of ibuprofen on reducing eye pain and migraine headaches caused by trochleitis.""?",False,
23500890,Ibuprofen affects adult acute respiratory distress syndrome,134,"Ibuprofen suppresses the production of various pro-inflammatory cytokines that are implicated in the ""cytokine storm"" and subsequent ARDS in COVID-19 disease.","Is the triple ""Ibuprofen affects adult acute respiratory distress syndrome"" supported by the sentence: ""Ibuprofen suppresses the production of various pro-inflammatory cytokines that are implicated in the ""cytokine storm"" and subsequent ARDS in COVID-19 disease.""?",False,
21214366,Ibuprofen affects bronchopulmonary dysplasia,135,"After adjusting for covariates, the risk of BPD was associated independently with ibuprofen exposure (odds ratios (OR) 2.296, 95% confidence interval (CI): 1.166-4.522, p = 0.016).","Is the triple ""Ibuprofen affects bronchopulmonary dysplasia"" supported by the sentence: ""After adjusting for covariates, the risk of BPD was associated independently with ibuprofen exposure (odds ratios (OR) 2.296, 95% confidence interval (CI): 1.166-4.522, p = 0.016).""?",False,
20886939,Ibuprofen affects Cognitive impairment,136,The opposite effect of ibuprofen on ethanol-induced cognitive impairment as measured by two lateralized functions is consistent with the reports in tissue and animal models that central nervous system effects of ethanol may be mediated at least in part by prostaglandins.,"Is the triple ""Ibuprofen affects Cognitive impairment"" supported by the sentence: ""The opposite effect of ibuprofen on ethanol-induced cognitive impairment as measured by two lateralized functions is consistent with the reports in tissue and animal models that central nervous system effects of ethanol may be mediated at least in part by prostaglandins.""?",False,
18977843,Ibuprofen affects Headache,137,"On post-partum day five, she began complaining of headaches, initially responsive to ibuprofen but eventually worsened with no relief.","Is the triple ""Ibuprofen affects Headache"" supported by the sentence: ""On post-partum day five, she began complaining of headaches, initially responsive to ibuprofen but eventually worsened with no relief.""?",False,
15746938,Ibuprofen affects injury,138,"Because ibuprofen protects from septic lung injury, we studied the effect of ibuprofen in oxidant lung injury from phosgene.","Is the triple ""Ibuprofen affects injury"" supported by the sentence: ""Because ibuprofen protects from septic lung injury, we studied the effect of ibuprofen in oxidant lung injury from phosgene.""?",False,
13826486,Ibuprofen affects osteoarthritis,139,The efficacy and tolerance of ibuprofen retard at a dose of 2 x 800 mg daily was investigated in an open multicenter study over a period of 3 weeks on 7931 out-patients with activated degenerative joint disease and/or extraarticular rheumatic symptoms.,"Is the triple ""Ibuprofen affects osteoarthritis"" supported by the sentence: ""The efficacy and tolerance of ibuprofen retard at a dose of 2 x 800 mg daily was investigated in an open multicenter study over a period of 3 weeks on 7931 out-patients with activated degenerative joint disease and/or extraarticular rheumatic symptoms.""?",False,
13584223,Ibuprofen affects Cognitive impairment,140,"Overall, we found no relation between regular aspirin use and cognitive decline, but long-term use of ibuprofen may be related to decreased rates of cognitive decline in older persons.","Is the triple ""Ibuprofen affects Cognitive impairment"" supported by the sentence: ""Overall, we found no relation between regular aspirin use and cognitive decline, but long-term use of ibuprofen may be related to decreased rates of cognitive decline in older persons.""?",False,
12659717,Ibuprofen affects Fever,141,"Subdiaphragmatic vagotomy or 7-nitroindazole reduced, icatibant, DALBK, IL-1ra, aminoguanidine and dipyrone abolished, while ibuprofen and celecoxib failed to affect Tsv-induced fever.","Is the triple ""Ibuprofen affects Fever"" supported by the sentence: ""Subdiaphragmatic vagotomy or 7-nitroindazole reduced, icatibant, DALBK, IL-1ra, aminoguanidine and dipyrone abolished, while ibuprofen and celecoxib failed to affect Tsv-induced fever.""?",False,
11207850,Ibuprofen affects peptic ulcer disease,142,Reduced incidence of gastroduodenal ulcers associated with lumiracoxib compared with ibuprofen in patients with rheumatoid arthritis.,"Is the triple ""Ibuprofen affects peptic ulcer disease"" supported by the sentence: ""Reduced incidence of gastroduodenal ulcers associated with lumiracoxib compared with ibuprofen in patients with rheumatoid arthritis.""?",False,
11159990,Ibuprofen affects Hemorrhage,143,It was also investigated whether the use of ibuprofen or paracetamol would influence the amount of surgical bleeding.,"Is the triple ""Ibuprofen affects Hemorrhage"" supported by the sentence: ""It was also investigated whether the use of ibuprofen or paracetamol would influence the amount of surgical bleeding.""?",False,
10170540,Ibuprofen affects patent ductus arteriosus,144,"In a randomised, placebo-controlled, double-blind trial of prophylaxis with ibuprofen, the rate of patent ductus arteriosus associated with ibuprofen was 19% compared with 42% with placebo.","Is the triple ""Ibuprofen affects patent ductus arteriosus"" supported by the sentence: ""In a randomised, placebo-controlled, double-blind trial of prophylaxis with ibuprofen, the rate of patent ductus arteriosus associated with ibuprofen was 19% compared with 42% with placebo.""?",False,
10026104,Ibuprofen affects Myalgia,145,"The purpose of this study was to examine the effects of ibuprofen on delayed onset muscle soreness (DOMS), indirect markers of muscle damage and muscular performance.","Is the triple ""Ibuprofen affects Myalgia"" supported by the sentence: ""The purpose of this study was to examine the effects of ibuprofen on delayed onset muscle soreness (DOMS), indirect markers of muscle damage and muscular performance.""?",False,
9889792,Ibuprofen affects Hemorrhage,146,CONCLUSIONS: Pretreatment with ibuprofen before elective total hip surgery increases the perioperative blood loss significantly.,"Is the triple ""Ibuprofen affects Hemorrhage"" supported by the sentence: ""CONCLUSIONS: Pretreatment with ibuprofen before elective total hip surgery increases the perioperative blood loss significantly.""?",False,
8819538,Ibuprofen affects osteoarthritis,147,"The data suggest that nimesulide and ibuprofen, in addition to their anti-inflammatory and analgesic benefits, may also have a protective effect in osteoarthritis through the inhibition of apoptosis in chondrocytes.","Is the triple ""Ibuprofen affects osteoarthritis"" supported by the sentence: ""The data suggest that nimesulide and ibuprofen, in addition to their anti-inflammatory and analgesic benefits, may also have a protective effect in osteoarthritis through the inhibition of apoptosis in chondrocytes.""?",False,
8421263,Ibuprofen affects Fever,148,Pretreatment with ibuprofen blocked the fever induced by RANTES.,"Is the triple ""Ibuprofen affects Fever"" supported by the sentence: ""Pretreatment with ibuprofen blocked the fever induced by RANTES.""?",False,
27630106,Ibuprofen disrupts Acute Pain,149,This study evaluated whether administration of the pharmacologically active S(+)-isomer of ibuprofen suppresses acute pain and plasma beta-endorphin levels in the oral surgery model of acute pain.,"Is the triple ""Ibuprofen disrupts Acute Pain"" supported by the sentence: ""This study evaluated whether administration of the pharmacologically active S(+)-isomer of ibuprofen suppresses acute pain and plasma beta-endorphin levels in the oral surgery model of acute pain.""?",False,
23399675,Ibuprofen disrupts Myalgia,150,"On the other hand, in subgroup B, no improvement in flexibility or reduction in muscle soreness was found in patients who took ibuprofen.","Is the triple ""Ibuprofen disrupts Myalgia"" supported by the sentence: ""On the other hand, in subgroup B, no improvement in flexibility or reduction in muscle soreness was found in patients who took ibuprofen.""?",False,
18599970,Ibuprofen disrupts arthritic joint disease,151,"This is termed, Celery Seed Extract (CSE) and has been found to be at least as effective as aspirin, ibuprofen, and naproxen in suppressing arthritis in a model of polyarthritis.","Is the triple ""Ibuprofen disrupts arthritic joint disease"" supported by the sentence: ""This is termed, Celery Seed Extract (CSE) and has been found to be at least as effective as aspirin, ibuprofen, and naproxen in suppressing arthritis in a model of polyarthritis.""?",False,
15072611,Ibuprofen disrupts Fever,152,INTRODUCTION: Hospitalized patients are often unable to ingest or tolerate oral antipyretics and recently an aqueous formulation of intravenous (IV) ibuprofen was approved by the US-FDA for the reduction of fever in adults.,"Is the triple ""Ibuprofen disrupts Fever"" supported by the sentence: ""INTRODUCTION: Hospitalized patients are often unable to ingest or tolerate oral antipyretics and recently an aqueous formulation of intravenous (IV) ibuprofen was approved by the US-FDA for the reduction of fever in adults.""?",False,
14486259,Ibuprofen disrupts Pain,153,"OBJECTIVES: This study compared the analgesic effectiveness of acetaminophen-codeine with that of ibuprofen for children with acute traumatic extremity pain, with the hypothesis that the two medications would demonstrate equivalent reduction in pain scores in an emergency department (ED) setting.","Is the triple ""Ibuprofen disrupts Pain"" supported by the sentence: ""OBJECTIVES: This study compared the analgesic effectiveness of acetaminophen-codeine with that of ibuprofen for children with acute traumatic extremity pain, with the hypothesis that the two medications would demonstrate equivalent reduction in pain scores in an emergency department (ED) setting.""?",False,
8331095,Ibuprofen disrupts Alzheimer disease,154,"Thus, the anti-inflammatory drug ibuprofen, which has been associated with reduced AD risk in human epidemiological studies, can significantly delay some forms of AD pathology, including amyloid deposition, when administered early in the disease course of a transgenic mouse model of AD.","Is the triple ""Ibuprofen disrupts Alzheimer disease"" supported by the sentence: ""Thus, the anti-inflammatory drug ibuprofen, which has been associated with reduced AD risk in human epidemiological studies, can significantly delay some forms of AD pathology, including amyloid deposition, when administered early in the disease course of a transgenic mouse model of AD.""?",False,
25657729,Ibuprofen prevents hypertensive disorder,155,"The hypoxia, hypertension and increased prostanoids were prevented using ibuprofen.","Is the triple ""Ibuprofen prevents hypertensive disorder"" supported by the sentence: ""The hypoxia, hypertension and increased prostanoids were prevented using ibuprofen.""?",False,
22159382,Ibuprofen prevents Hemorrhage,156,"The Effect of Ibuprofen Dosing Interval on Post-Tonsillectomy Outcomes in Children: A Quality Improvement Study.OBJECTIVE: In this Quality Improvement (QI project) it was hypothesized that an increase in dosing intervals for postoperative analgesia when alternating Ibuprofen and Acetaminophen would reduce post-tonsillectomy hemorrhage (PTH) rates for those undergoing tonsillectomies with or without adenoidectomy, while maintaining the standard of postoperative analgesia and reducing visits to the Emergency Room (ER) for reasons other than PTH.","Is the triple ""Ibuprofen prevents Hemorrhage"" supported by the sentence: ""The Effect of Ibuprofen Dosing Interval on Post-Tonsillectomy Outcomes in Children: A Quality Improvement Study.OBJECTIVE: In this Quality Improvement (QI project) it was hypothesized that an increase in dosing intervals for postoperative analgesia when alternating Ibuprofen and Acetaminophen would reduce post-tonsillectomy hemorrhage (PTH) rates for those undergoing tonsillectomies with or without adenoidectomy, while maintaining the standard of postoperative analgesia and reducing visits to the Emergency Room (ER) for reasons other than PTH.""?",False,
22123299,Ibuprofen prevents Fever,157,Studies show that ibuprofen demonstrates superior efficacy in fever reduction compared to acetaminophen.,"Is the triple ""Ibuprofen prevents Fever"" supported by the sentence: ""Studies show that ibuprofen demonstrates superior efficacy in fever reduction compared to acetaminophen.""?",False,
21354514,Ibuprofen prevents pancreatitis,158,IV Ibuprofen for Prevention of Post-Ercp Pancreatitis in Children: A Randomized Placebo-Controlled Feasibility Study.,"Is the triple ""Ibuprofen prevents pancreatitis"" supported by the sentence: ""IV Ibuprofen for Prevention of Post-Ercp Pancreatitis in Children: A Randomized Placebo-Controlled Feasibility Study.""?",False,
20691057,Ibuprofen prevents altitude sickness,159,Altitude Sickness Prevention with Ibuprofen Relative to Acetazolamide.,"Is the triple ""Ibuprofen prevents altitude sickness"" supported by the sentence: ""Altitude Sickness Prevention with Ibuprofen Relative to Acetazolamide.""?",False,
19399624,Ibuprofen prevents osteoarthritis,160,"In conclusion, prednisone, ibuprofen and betamethasone may prevent OA by suppressing the expression of IL-6 and IL-8, subsequently inactivating NF-kappaB and STAT3 pathways, and ultimately, leading to decreased levels of collagen I, MMP-1, and MMP-13.","Is the triple ""Ibuprofen prevents osteoarthritis"" supported by the sentence: ""In conclusion, prednisone, ibuprofen and betamethasone may prevent OA by suppressing the expression of IL-6 and IL-8, subsequently inactivating NF-kappaB and STAT3 pathways, and ultimately, leading to decreased levels of collagen I, MMP-1, and MMP-13.""?",False,
17687542,Ibuprofen prevents canker sore,161,"This study aims to determine the therapeutic effects of ibuprofen, diphenhydramine and aluminum magnesium simethicone (AlMgS) syrup on reducing oral aphthous ulcer pain.","Is the triple ""Ibuprofen prevents canker sore"" supported by the sentence: ""This study aims to determine the therapeutic effects of ibuprofen, diphenhydramine and aluminum magnesium simethicone (AlMgS) syrup on reducing oral aphthous ulcer pain.""?",False,
15961024,Ibuprofen prevents Dysmenorrhea,162,"CONCLUSIONS: Considering the results of the study, reflexology was superior to Ibuprofen on reducing dysmenorrhea and its treatment effect continued even after discontinuing the intervention in the third cycle.","Is the triple ""Ibuprofen prevents Dysmenorrhea"" supported by the sentence: ""CONCLUSIONS: Considering the results of the study, reflexology was superior to Ibuprofen on reducing dysmenorrhea and its treatment effect continued even after discontinuing the intervention in the third cycle.""?",False,
13710734,Ibuprofen prevents Chronic pain,163,CONCLUSION: We conclude that pain therapy with an almost peripherally acting drug such as ibuprofen can reduce osteoporosis-associated chronic pain better than a centrally acting pain medication such as tramadol.,"Is the triple ""Ibuprofen prevents Chronic pain"" supported by the sentence: ""CONCLUSION: We conclude that pain therapy with an almost peripherally acting drug such as ibuprofen can reduce osteoporosis-associated chronic pain better than a centrally acting pain medication such as tramadol.""?",False,
10201705,Ibuprofen prevents Headache,164,The objective of this study was to determine whether pretreatment with ibuprofen would prevent the onset or decrease the severity of headache that occurs after ECT.,"Is the triple ""Ibuprofen prevents Headache"" supported by the sentence: ""The objective of this study was to determine whether pretreatment with ibuprofen would prevent the onset or decrease the severity of headache that occurs after ECT.""?",False,
10026105,Ibuprofen prevents Myalgia,165,The results of this study reveal that intake of ibuprofen can decrease muscle soreness induced after eccentric exercise but cannot assist in restoring muscle function.,"Is the triple ""Ibuprofen prevents Myalgia"" supported by the sentence: ""The results of this study reveal that intake of ibuprofen can decrease muscle soreness induced after eccentric exercise but cannot assist in restoring muscle function.""?",False,
9104502,Ibuprofen prevents injury,166,The objective of our study was to determine the role of ibuprofen in protecting neutropenic rats from cardiopulmonary injury due to endotoxemia.,"Is the triple ""Ibuprofen prevents injury"" supported by the sentence: ""The objective of our study was to determine the role of ibuprofen in protecting neutropenic rats from cardiopulmonary injury due to endotoxemia.""?",False,
9022792,Ibuprofen prevents Pain,167,"To determine if prophylactic etodolac would significantly reduce postendodontic pain, when compared with ibuprofen or placebo, 36 patients consented to single blind oral administration of either 400 mg of etodolac, 600 mg of ibuprofen, or a placebo, before conventional one-appointment root canal therapy.","Is the triple ""Ibuprofen prevents Pain"" supported by the sentence: ""To determine if prophylactic etodolac would significantly reduce postendodontic pain, when compared with ibuprofen or placebo, 36 patients consented to single blind oral administration of either 400 mg of etodolac, 600 mg of ibuprofen, or a placebo, before conventional one-appointment root canal therapy.""?",False,
8584177,Ibuprofen prevents patent ductus arteriosus,168,UNLABELLED: The aim of our study was to evaluate whether the prophylactic use of ibuprofen would reduce the incidence of significant patent ductus arteriosus (PDA) and to confirm the effectiveness of ibuprofen as rescue treatment in closing PDA.,"Is the triple ""Ibuprofen prevents patent ductus arteriosus"" supported by the sentence: ""UNLABELLED: The aim of our study was to evaluate whether the prophylactic use of ibuprofen would reduce the incidence of significant patent ductus arteriosus (PDA) and to confirm the effectiveness of ibuprofen as rescue treatment in closing PDA.""?",False,
7843138,Ibuprofen prevents Alzheimer disease,169,"Nonsteroidal anti-inflammatory drugs (NSAIDs) such as aspirin, indomethacin and ibuprofen are the most widely used drugs for pain, arthritis, cardiovascular diseases and, more recently, the prevention of colon cancer and Alzheimer disease.","Is the triple ""Ibuprofen prevents Alzheimer disease"" supported by the sentence: ""Nonsteroidal anti-inflammatory drugs (NSAIDs) such as aspirin, indomethacin and ibuprofen are the most widely used drugs for pain, arthritis, cardiovascular diseases and, more recently, the prevention of colon cancer and Alzheimer disease.""?",False,
15342704,Ibuprofen exacerbates injury,170,Aggravation of seizure-associated microvascular injuries by ibuprofen may involve multiple pathways.,"Is the triple ""Ibuprofen exacerbates injury"" supported by the sentence: ""Aggravation of seizure-associated microvascular injuries by ibuprofen may involve multiple pathways.""?",False,
20007370,Ibuprofen predisposes cerebral palsy,171,"Use of paracetamol, ibuprofen or aspirin in pregnancy and risk of cerebral palsy in the child.","Is the triple ""Ibuprofen predisposes cerebral palsy"" supported by the sentence: ""Use of paracetamol, ibuprofen or aspirin in pregnancy and risk of cerebral palsy in the child.""?",False,
